space,room_size,capacity,user_per_min,width1,width2,width3,width4,width5,no_of_openings_1,no_of_openings_2,no_of_openings_3,no_of_openings_4,no_of_openings_5
Area for standing,200,667,1200,0.75,0.75,0.75,2.0,0.0,False,False,False,True,False
Area for standing,50,167,1320,0.75,0.75,0.75,2.2,0.0,False,False,False,True,False
Area for standing,75,250,1320,0.75,0.75,0.75,2.2,0.0,False,False,False,True,False
Area for standing,100,333,1320,0.75,0.75,0.75,2.2,0.0,False,False,False,True,False
Area for standing,125,417,1320,0.75,0.75,0.75,2.2,0.0,False,False,False,True,False
Area for standing,150,500,1320,0.75,0.75,0.75,2.2,0.0,False,False,False,True,False
Area for standing,175,583,1320,0.75,0.75,0.75,2.2,0.0,False,False,False,True,False
Area for standing,200,667,1320,0.75,0.75,0.75,2.2,0.0,False,False,False,True,False
Area for standing,50,167,1440,0.75,0.75,0.75,2.4,0.0,False,False,False,True,False
Area for standing,75,250,1440,0.75,0.75,0.75,2.4,0.0,False,False,False,True,False
Area for standing,100,333,1440,0.75,0.75,0.75,2.4,0.0,False,False,False,True,False
Area for standing,125,417,1440,0.75,0.75,0.75,2.4,0.0,False,False,False,True,False
Area for standing,150,500,1440,0.75,0.75,0.75,2.4,0.0,False,False,False,True,False
Area for standing,175,583,1440,0.75,0.75,0.75,2.4,0.0,False,False,False,True,False
Area for standing,200,667,1440,0.75,0.75,0.75,2.4,0.0,False,False,False,True,False
Area for standing,50,167,1800,0.75,0.75,0.75,3.0,0.0,False,False,False,True,False
Area for standing,75,250,1800,0.75,0.75,0.75,3.0,0.0,False,False,False,True,False
Area for standing,100,333,1800,0.75,0.75,0.75,3.0,0.0,False,False,False,True,False
Area for standing,125,417,1800,0.75,0.75,0.75,3.0,0.0,False,False,False,True,False
Area for standing,150,500,1800,0.75,0.75,0.75,3.0,0.0,False,False,False,True,False
Area for standing,175,583,1800,0.75,0.75,0.75,3.0,0.0,False,False,False,True,False
Area for standing,200,667,1800,0.75,0.75,0.75,3.0,0.0,False,False,False,True,False
Area for standing,50,167,416,0.75,0.75,0.81,0.81,0.0,False,False,False,True,False
Area for standing,75,250,416,0.75,0.75,0.81,0.81,0.0,False,False,False,True,False
Area for standing,100,333,416,0.75,0.75,0.81,0.81,0.0,False,False,False,True,False
Area for standing,125,417,416,0.75,0.75,0.81,0.81,0.0,False,False,False,True,False
Area for standing,150,500,416,0.75,0.75,0.81,0.81,0.0,False,False,False,True,False
Area for standing,175,583,416,0.75,0.75,0.81,0.81,0.0,False,False,False,True,False
Area for standing,200,667,416,0.75,0.75,0.81,0.81,0.0,False,False,False,True,False
Area for standing,50,167,440,0.75,0.75,0.9,0.9,0.0,False,False,False,True,False
Area for standing,75,250,440,0.75,0.75,0.9,0.9,0.0,False,False,False,True,False
Area for standing,100,333,440,0.75,0.75,0.9,0.9,0.0,False,False,False,True,False
Area for standing,125,417,440,0.75,0.75,0.9,0.9,0.0,False,False,False,True,False
Area for standing,150,500,440,0.75,0.75,0.9,0.9,0.0,False,False,False,True,False
Area for standing,175,583,440,0.75,0.75,0.9,0.9,0.0,False,False,False,True,False
Area for standing,200,667,440,0.75,0.75,0.9,0.9,0.0,False,False,False,True,False
Area for standing,50,167,467,0.75,0.75,1.0,1.0,0.0,False,False,False,True,False
Area for standing,75,250,467,0.75,0.75,1.0,1.0,0.0,False,False,False,True,False
Area for standing,100,333,467,0.75,0.75,1.0,1.0,0.0,False,False,False,True,False
Area for standing,125,417,467,0.75,0.75,1.0,1.0,0.0,False,False,False,True,False
Area for standing,150,500,467,0.75,0.75,1.0,1.0,0.0,False,False,False,True,False
Area for standing,175,583,467,0.75,0.75,1.0,1.0,0.0,False,False,False,True,False
Area for standing,200,667,467,0.75,0.75,1.0,1.0,0.0,False,False,False,True,False
Area for standing,50,167,520,0.75,0.75,1.2,1.2,0.0,False,False,False,True,False
Area for standing,75,250,520,0.75,0.75,1.2,1.2,0.0,False,False,False,True,False
Area for standing,100,333,520,0.75,0.75,1.2,1.2,0.0,False,False,False,True,False
Area for standing,125,417,520,0.75,0.75,1.2,1.2,0.0,False,False,False,True,False
Area for standing,150,500,520,0.75,0.75,1.2,1.2,0.0,False,False,False,True,False
Area for standing,175,583,520,0.75,0.75,1.2,1.2,0.0,False,False,False,True,False
Area for standing,200,667,520,0.75,0.75,1.2,1.2,0.0,False,False,False,True,False
Area for standing,50,167,600,0.75,0.75,1.5,1.5,0.0,False,False,False,True,False
Area for standing,75,250,600,0.75,0.75,1.5,1.5,0.0,False,False,False,True,False
Area for standing,100,333,600,0.75,0.75,1.5,1.5,0.0,False,False,False,True,False
Area for standing,125,417,600,0.75,0.75,1.5,1.5,0.0,False,False,False,True,False
Area for standing,150,500,600,0.75,0.75,1.5,1.5,0.0,False,False,False,True,False
Area for standing,175,583,600,0.75,0.75,1.5,1.5,0.0,False,False,False,True,False
Area for standing,200,667,600,0.75,0.75,1.5,1.5,0.0,False,False,False,True,False
Area for standing,50,167,1200,0.75,0.75,2.0,2.0,0.0,False,False,False,True,False
Area for standing,75,250,1200,0.75,0.75,2.0,2.0,0.0,False,False,False,True,False
Area for standing,100,333,1200,0.75,0.75,2.0,2.0,0.0,False,False,False,True,False
Area for standing,125,417,1200,0.75,0.75,2.0,2.0,0.0,False,False,False,True,False
Area for standing,150,500,1200,0.75,0.75,2.0,2.0,0.0,False,False,False,True,False
Area for standing,175,583,1200,0.75,0.75,2.0,2.0,0.0,False,False,False,True,False
Area for standing,200,667,1200,0.75,0.75,2.0,2.0,0.0,False,False,False,True,False
Area for standing,50,167,1320,0.75,0.75,2.2,2.2,0.0,False,False,False,True,False
Area for standing,75,250,1320,0.75,0.75,2.2,2.2,0.0,False,False,False,True,False
Area for standing,100,333,1320,0.75,0.75,2.2,2.2,0.0,False,False,False,True,False
Area for standing,125,417,1320,0.75,0.75,2.2,2.2,0.0,False,False,False,True,False
Area for standing,150,500,1320,0.75,0.75,2.2,2.2,0.0,False,False,False,True,False
Area for standing,175,583,1320,0.75,0.75,2.2,2.2,0.0,False,False,False,True,False
Area for standing,200,667,1320,0.75,0.75,2.2,2.2,0.0,False,False,False,True,False
Area for standing,50,167,1440,0.75,0.75,2.4,2.4,0.0,False,False,False,True,False
Area for standing,75,250,1440,0.75,0.75,2.4,2.4,0.0,False,False,False,True,False
Area for standing,100,333,1440,0.75,0.75,2.4,2.4,0.0,False,False,False,True,False
Area for standing,125,417,1440,0.75,0.75,2.4,2.4,0.0,False,False,False,True,False
Area for standing,150,500,1440,0.75,0.75,2.4,2.4,0.0,False,False,False,True,False
Area for standing,175,583,1440,0.75,0.75,2.4,2.4,0.0,False,False,False,True,False
Area for standing,200,667,1440,0.75,0.75,2.4,2.4,0.0,False,False,False,True,False
Area for standing,50,167,1800,0.75,0.75,3.0,3.0,0.0,False,False,False,True,False
Area for standing,75,250,1800,0.75,0.75,3.0,3.0,0.0,False,False,False,True,False
Area for standing,100,333,1800,0.75,0.75,3.0,3.0,0.0,False,False,False,True,False
Area for standing,125,417,1800,0.75,0.75,3.0,3.0,0.0,False,False,False,True,False
Area for standing,150,500,1800,0.75,0.75,3.0,3.0,0.0,False,False,False,True,False
Area for standing,175,583,1800,0.75,0.75,3.0,3.0,0.0,False,False,False,True,False
Area for standing,200,667,1800,0.75,0.75,3.0,3.0,0.0,False,False,False,True,False
Area for standing,50,167,424,0.75,0.81,0.81,0.81,0.0,False,False,False,True,False
Area for standing,75,250,424,0.75,0.81,0.81,0.81,0.0,False,False,False,True,False
Area for standing,100,333,424,0.75,0.81,0.81,0.81,0.0,False,False,False,True,False
Area for standing,125,417,424,0.75,0.81,0.81,0.81,0.0,False,False,False,True,False
Area for standing,150,500,424,0.75,0.81,0.81,0.81,0.0,False,False,False,True,False
Area for standing,175,583,424,0.75,0.81,0.81,0.81,0.0,False,False,False,True,False
Area for standing,200,667,424,0.75,0.81,0.81,0.81,0.0,False,False,False,True,False
Area for standing,50,167,460,0.75,0.9,0.9,0.9,0.0,False,False,False,True,False
Area for standing,75,250,460,0.75,0.9,0.9,0.9,0.0,False,False,False,True,False
Area for standing,100,333,460,0.75,0.9,0.9,0.9,0.0,False,False,False,True,False
Area for standing,125,417,460,0.75,0.9,0.9,0.9,0.0,False,False,False,True,False
Area for standing,150,500,460,0.75,0.9,0.9,0.9,0.0,False,False,False,True,False
Area for standing,175,583,460,0.75,0.9,0.9,0.9,0.0,False,False,False,True,False
Area for standing,200,667,460,0.75,0.9,0.9,0.9,0.0,False,False,False,True,False
Area for standing,50,167,500,0.75,1.0,1.0,1.0,0.0,False,False,False,True,False
Area for standing,75,250,500,0.75,1.0,1.0,1.0,0.0,False,False,False,True,False
Area for standing,100,333,500,0.75,1.0,1.0,1.0,0.0,False,False,False,True,False
Area for standing,125,417,500,0.75,1.0,1.0,1.0,0.0,False,False,False,True,False
Area for standing,150,500,500,0.75,1.0,1.0,1.0,0.0,False,False,False,True,False
Area for standing,175,583,500,0.75,1.0,1.0,1.0,0.0,False,False,False,True,False
Area for standing,200,667,500,0.75,1.0,1.0,1.0,0.0,False,False,False,True,False
Area for standing,50,167,580,0.75,1.2,1.2,1.2,0.0,False,False,False,True,False
Area for standing,75,250,580,0.75,1.2,1.2,1.2,0.0,False,False,False,True,False
Area for standing,100,333,580,0.75,1.2,1.2,1.2,0.0,False,False,False,True,False
Area for standing,125,417,580,0.75,1.2,1.2,1.2,0.0,False,False,False,True,False
Area for standing,150,500,580,0.75,1.2,1.2,1.2,0.0,False,False,False,True,False
Area for standing,175,583,580,0.75,1.2,1.2,1.2,0.0,False,False,False,True,False
Area for standing,200,667,580,0.75,1.2,1.2,1.2,0.0,False,False,False,True,False
Area for standing,50,167,700,0.75,1.5,1.5,1.5,0.0,False,False,False,True,False
Area for standing,75,250,700,0.75,1.5,1.5,1.5,0.0,False,False,False,True,False
Area for standing,100,333,700,0.75,1.5,1.5,1.5,0.0,False,False,False,True,False
Area for standing,125,417,700,0.75,1.5,1.5,1.5,0.0,False,False,False,True,False
Area for standing,150,500,700,0.75,1.5,1.5,1.5,0.0,False,False,False,True,False
Area for standing,175,583,700,0.75,1.5,1.5,1.5,0.0,False,False,False,True,False
Area for standing,200,667,700,0.75,1.5,1.5,1.5,0.0,False,False,False,True,False
Area for standing,50,167,1200,0.75,2.0,2.0,2.0,0.0,False,False,False,True,False
Area for standing,75,250,1200,0.75,2.0,2.0,2.0,0.0,False,False,False,True,False
Area for standing,100,333,1200,0.75,2.0,2.0,2.0,0.0,False,False,False,True,False
Area for standing,125,417,1200,0.75,2.0,2.0,2.0,0.0,False,False,False,True,False
Area for standing,150,500,1200,0.75,2.0,2.0,2.0,0.0,False,False,False,True,False
Area for standing,175,583,1200,0.75,2.0,2.0,2.0,0.0,False,False,False,True,False
Area for standing,200,667,1200,0.75,2.0,2.0,2.0,0.0,False,False,False,True,False
Area for standing,50,167,1320,0.75,2.2,2.2,2.2,0.0,False,False,False,True,False
Area for standing,75,250,1320,0.75,2.2,2.2,2.2,0.0,False,False,False,True,False
Area for standing,100,333,1320,0.75,2.2,2.2,2.2,0.0,False,False,False,True,False
Area for standing,125,417,1320,0.75,2.2,2.2,2.2,0.0,False,False,False,True,False
Area for standing,150,500,1320,0.75,2.2,2.2,2.2,0.0,False,False,False,True,False
Area for standing,175,583,1320,0.75,2.2,2.2,2.2,0.0,False,False,False,True,False
Area for standing,200,667,1320,0.75,2.2,2.2,2.2,0.0,False,False,False,True,False
Area for standing,50,167,1440,0.75,2.4,2.4,2.4,0.0,False,False,False,True,False
Area for standing,75,250,1440,0.75,2.4,2.4,2.4,0.0,False,False,False,True,False
Area for standing,100,333,1440,0.75,2.4,2.4,2.4,0.0,False,False,False,True,False
Area for standing,125,417,1440,0.75,2.4,2.4,2.4,0.0,False,False,False,True,False
Area for standing,150,500,1440,0.75,2.4,2.4,2.4,0.0,False,False,False,True,False
Area for standing,175,583,1440,0.75,2.4,2.4,2.4,0.0,False,False,False,True,False
Area for standing,200,667,1440,0.75,2.4,2.4,2.4,0.0,False,False,False,True,False
Area for standing,50,167,1800,0.75,3.0,3.0,3.0,0.0,False,False,False,False,True
Area for standing,75,250,1800,0.75,3.0,3.0,3.0,0.0,False,False,False,False,True
Area for standing,100,333,1800,0.75,3.0,3.0,3.0,0.0,False,False,False,False,True
Area for standing,125,417,1800,0.75,3.0,3.0,3.0,0.0,False,False,False,False,True
Area for standing,150,500,1800,0.75,3.0,3.0,3.0,0.0,False,False,False,False,True
Area for standing,175,583,1800,0.75,3.0,3.0,3.0,0.0,False,False,False,False,True
Area for standing,200,667,1800,0.75,3.0,3.0,3.0,0.0,False,False,False,False,True
Area for standing,50,167,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
Area for standing,75,250,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
Area for standing,100,333,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
Area for standing,125,417,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
Area for standing,150,500,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
Area for standing,175,583,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
Area for standing,200,667,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
Area for standing,50,167,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
Area for standing,75,250,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
Area for standing,100,333,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
Area for standing,125,417,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
Area for standing,150,500,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
Area for standing,175,583,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
Area for standing,200,667,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
Area for standing,50,167,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
Area for standing,75,250,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
Area for standing,100,333,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
Area for standing,125,417,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
Area for standing,150,500,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
Area for standing,175,583,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
Area for standing,200,667,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
Area for standing,50,167,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
Area for standing,75,250,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
Area for standing,100,333,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
Area for standing,125,417,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
Area for standing,150,500,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
Area for standing,175,583,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
Area for standing,200,667,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
Area for standing,50,167,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
Area for standing,75,250,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
Area for standing,100,333,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
Area for standing,125,417,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
Area for standing,150,500,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
Area for standing,175,583,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
Area for standing,200,667,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
Area for standing,50,167,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
Area for standing,75,250,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
Area for standing,100,333,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
Area for standing,125,417,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
Area for standing,150,500,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
Area for standing,175,583,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
Area for standing,200,667,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
Area for standing,50,167,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
Area for standing,75,250,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
Area for standing,100,333,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
Area for standing,125,417,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
Area for standing,150,500,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
Area for standing,175,583,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
Area for standing,200,667,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
Area for standing,50,167,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
Area for standing,75,250,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
Area for standing,100,333,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
Area for standing,125,417,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
Area for standing,150,500,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
Area for standing,175,583,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
Area for standing,200,667,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
Area for standing,50,167,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
Area for standing,75,250,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
Area for standing,100,333,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
Area for standing,125,417,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
Area for standing,150,500,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
Area for standing,175,583,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
Area for standing,200,667,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
Area for standing,50,167,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
Area for standing,75,250,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
Area for standing,100,333,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
Area for standing,125,417,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
Area for standing,150,500,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
Area for standing,175,583,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
Area for standing,200,667,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
Area for standing,50,167,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
Area for standing,75,250,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
Area for standing,100,333,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
Area for standing,125,417,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
Area for standing,150,500,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
Area for standing,175,583,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
Area for standing,200,667,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
Area for standing,50,167,540,0.75,0.75,0.75,0.9,0.9,False,False,False,False,True
Area for standing,75,250,540,0.75,0.75,0.75,0.9,0.9,False,False,False,False,True
